date,Amazon.com Inc.,Baidu Inc.,Apple Inc.,Alibaba Group Holding Limited,Facebook Inc.,Twitter Inc.
2018-02-21,1482.9,246.9,167.9,188.8,177.9,33.4
2018-02-20,1468.4,245.4,168.6,187.2,176.0,32.8
2018-02-16,1448.7,244.7,169.2,183.7,177.4,33.1
2018-02-15,1461.8,248.2,169.7,187.4,180.0,33.6
2018-02-14,1451.0,235.9,164.2,186.8,179.5,33.8
2018-02-13,1414.5,225.6,161.3,179.2,173.2,33.4
2018-02-12,1386.2,221.6,159.7,177.4,176.4,31.0
2018-02-09,1339.6,215.7,153.5,176.7,176.1,31.5
2018-02-08,1350.5,212.1,151.6,173.7,171.6,30.2
2018-02-07,1416.8,222.5,155.9,180.3,180.2,26.9
2018-02-06,1442.8,228.8,159.3,185.2,185.3,25.2
2018-02-05,1390.0,225.3,152.9,180.5,181.3,25.1
2018-02-02,1430.0,233.2,156.8,187.3,190.3,25.9
2018-02-01,1390.0,240.5,164.0,192.2,193.1,27.1
2018-01-31,1450.9,246.9,163.6,204.3,186.9,25.8
2018-01-30,1437.8,244.1,163.2,199.7,187.1,25.6
2018-01-29,1417.7,253.7,164.1,203.0,186.0,25.2
2018-01-26,1402.0,260.2,167.6,205.2,190.0,24.3
2018-01-25,1378.0,254.1,167.2,198.3,187.5,22.2
2018-01-24,1357.5,258.0,170.3,195.5,186.6,22.4
2018-01-23,1362.5,257.4,173.0,192.3,189.4,22.8
2018-01-22,1327.3,254.3,173.0,184.0,185.4,23.3
2018-01-19,1294.6,256.0,174.4,184.0,181.3,23.7
2018-01-18,1293.3,255.0,175.2,184.4,179.8,24.0
2018-01-17,1295.0,255.5,175.0,183.8,177.6,24.6
2018-01-16,1304.9,257.8,172.2,182.4,178.4,24.7
2018-01-12,1305.2,253.0,173.1,187.8,179.4,25.4
2018-01-11,1276.7,250.2,171.3,188.8,187.8,24.4
2018-01-10,1254.3,249.0,170.3,189.8,187.8,24.2
2018-01-09,1252.7,254.7,170.4,190.8,187.9,24.2
2018-01-08,1246.9,250.8,170.4,190.3,188.3,24.6
2018-01-05,1229.1,245.1,171.0,190.7,186.8,24.3
2018-01-04,1209.6,245.7,169.1,185.7,184.3,24.0
2018-01-03,1204.2,245.6,168.3,184.0,184.7,24.4
2018-01-02,1189.0,242.4,168.3,183.6,181.4,24.5
2017-12-29,1169.5,234.2,165.4,172.4,176.5,24.0
2017-12-28,1186.1,234.7,167.2,172.3,177.9,24.3
2017-12-27,1182.3,237.7,166.7,173.0,177.6,24.2
2017-12-26,1176.8,237.8,166.7,172.3,176.0,24.3
2017-12-22,1168.4,239.0,171.0,176.3,177.2,24.5
2017-12-21,1174.8,239.5,171.0,175.3,177.4,25.0
2017-12-20,1177.6,233.4,170.4,172.6,177.9,25.2
2017-12-19,1187.4,235.6,170.6,171.3,179.5,25.1
2017-12-18,1190.6,240.9,172.4,173.4,180.8,24.7
2017-12-15,1179.1,233.5,170.0,173.6,180.2,22.2
2017-12-14,1174.3,231.8,168.3,171.8,178.4,22.6
2017-12-13,1164.1,233.2,168.3,176.5,178.3,21.7
2017-12-12,1165.1,232.7,167.8,174.6,177.0,21.6
2017-12-11,1168.9,233.5,168.7,179.3,179.0,22.0
2017-12-08,1162.0,234.6,165.5,177.6,179.0,21.1
2017-12-07,1159.8,233.0,165.5,174.5,180.1,21.0
2017-12-06,1152.4,231.2,165.2,172.6,176.1,21.1
2017-12-05,1141.6,231.8,165.8,169.0,172.8,20.8
2017-12-04,1134.0,229.7,165.9,169.6,171.5,20.4
2017-12-01,1162.4,235.1,167.2,174.6,175.1,20.7
2017-11-30,1176.8,238.6,167.9,177.1,177.2,20.6
2017-11-29,1161.3,235.5,165.6,179.9,175.1,20.8
2017-11-28,1193.6,244.0,169.1,186.7,182.4,21.8
2017-11-27,1195.8,247.0,170.1,188.0,183.0,21.8
2017-11-24,1186.0,249.4,171.0,191.2,182.8,22.4
2017-11-22,1156.2,249.6,171.0,189.8,180.9,22.3
2017-11-21,1139.5,244.3,169.2,190.9,181.9,21.9
2017-11-20,1126.3,238.5,166.1,188.0,178.7,21.1
2017-11-17,1129.9,239.3,166.3,185.1,179.0,20.8
2017-11-16,1137.3,239.3,167.2,185.4,179.6,20.4
2017-11-15,1126.7,234.2,165.2,181.5,178.0,19.9
2017-11-14,1136.8,234.9,167.4,181.8,178.1,20.0
2017-11-13,1129.2,237.4,170.0,184.5,178.8,20.2
2017-11-10,1125.4,237.4,170.7,186.4,178.5,20.3
2017-11-09,1129.1,240.1,171.3,185.1,179.3,19.9
2017-11-08,1132.9,241.2,171.6,185.9,179.6,19.6
2017-11-07,1123.2,243.5,170.2,188.5,180.2,19.7
2017-11-06,1120.7,244.5,169.7,187.8,180.2,19.4
2017-11-03,1111.6,241.5,168.0,183.2,178.9,19.9
2017-11-02,1094.2,242.1,163.7,184.8,178.9,19.7
2017-11-01,1103.7,245.4,162.5,186.1,182.7,20.6
2017-10-31,1105.3,243.9,164.6,184.9,180.1,20.6
2017-10-30,1110.8,236.4,162.3,181.6,179.9,21.2
2017-10-27,1101.0,239.4,158.8,176.2,177.9,21.7
2017-10-26,972.4,260.6,153.3,170.3,170.6,20.3
2017-10-25,972.9,263.0,152.3,170.0,170.6,17.2
2017-10-24,975.9,264.0,153.0,173.7,171.8,17.2
2017-10-23,966.3,266.1,152.1,173.1,171.3,17.4
2017-10-20,982.9,264.9,152.1,177.3,175.0,17.9
2017-10-19,986.6,264.5,151.9,177.9,174.6,17.9
2017-10-18,997.0,269.0,155.6,179.6,176.0,18.0
2017-10-17,1009.1,270.3,156.3,175.3,176.1,18.3
2017-10-16,1006.3,272.8,155.7,179.6,174.5,18.3
2017-10-13,1002.9,262.7,152.9,178.4,173.7,18.6
2017-10-12,1000.9,259.3,151.9,180.5,172.6,18.4
2017-10-11,995.0,260.3,152.4,184.7,172.7,17.7
2017-10-10,987.2,262.4,151.8,183.1,171.6,17.4
2017-10-09,991.0,252.2,151.7,182.1,172.5,17.7
2017-10-06,989.6,247.7,151.2,179.2,172.2,17.8
2017-10-05,980.8,245.3,151.3,178.9,171.2,18.2
2017-10-04,965.4,244.0,149.4,178.7,168.4,17.8
2017-10-03,957.1,247.0,150.4,178.6,170.0,17.6
2017-10-02,959.2,248.7,149.8,173.6,169.5,17.1
2017-09-29,961.4,247.7,150.1,172.7,170.9,16.9
2017-09-28,956.4,241.3,149.3,170.2,168.7,16.8
2017-09-27,950.9,239.8,150.2,171.0,167.7,17.0
2017-09-26,938.6,236.2,149.1,167.0,164.2,16.6
2017-09-25,939.8,234.5,146.6,169.6,162.9,17.0
2017-09-22,955.1,240.6,147.9,178.1,170.5,17.6
2017-09-21,964.6,238.9,149.4,177.4,171.1,17.6
2017-09-20,973.2,238.0,152.0,178.0,172.2,17.6
2017-09-19,969.9,237.8,154.6,180.1,172.5,17.8
2017-09-18,974.2,239.1,154.5,180.0,170.0,17.6
2017-09-15,986.8,235.2,155.7,176.7,171.6,18.0
2017-09-14,992.2,237.3,154.1,177.1,171.0,18.2
2017-09-13,999.6,236.4,155.5,179.0,173.0,18.2
2017-09-12,982.6,237.6,156.6,175.3,173.0,18.2
2017-09-11,978.0,233.5,157.3,174.1,173.5,17.7
2017-09-08,965.9,229.2,154.5,169.0,171.0,17.4
2017-09-07,979.5,233.2,157.0,170.5,173.2,17.2
2017-09-06,967.8,227.0,157.7,168.1,172.1,16.8
2017-09-05,965.3,225.3,157.8,169.9,170.7,16.6
2017-09-01,978.2,232.6,159.7,171.0,172.0,16.9
2017-08-31,980.6,228.0,159.7,171.7,172.0,16.9
2017-08-30,967.6,223.9,159.1,171.2,169.9,16.9
2017-08-29,954.1,220.7,158.6,167.4,168.0,16.9
2017-08-28,946.0,220.0,157.2,168.3,167.2,16.8
2017-08-25,945.3,225.6,155.7,171.7,166.3,16.6
2017-08-24,952.4,224.9,155.1,175.0,167.7,16.9
2017-08-23,958.0,225.0,155.8,175.8,168.7,17.0
2017-08-22,966.9,226.1,155.6,174.5,169.6,16.6
2017-08-21,953.3,222.5,153.1,169.2,167.8,16.1
2017-08-18,958.5,220.7,153.4,167.5,167.4,16.0
2017-08-17,960.6,221.0,153.7,163.9,166.9,15.9
2017-08-16,978.2,226.1,156.7,159.5,170.0,16.2
2017-08-15,982.7,225.3,157.4,157.8,171.0,16.0
2017-08-14,983.3,223.7,155.7,154.6,170.8,16.1
2017-08-11,968.0,223.5,153.3,151.7,168.1,15.9
2017-08-10,956.9,222.6,151.2,151.8,167.4,15.8
2017-08-09,982.0,230.3,156.2,157.5,171.2,16.1
2017-08-08,989.8,229.4,155.3,157.5,171.2,16.2
2017-08-07,992.3,227.2,154.0,158.8,172.0,16.4
2017-08-04,987.6,226.0,151.7,153.3,169.6,16.3
2017-08-03,986.9,227.4,150.9,153.3,168.6,16.2
2017-08-02,995.9,222.0,152.4,151.9,169.3,16.1
2017-08-01,996.2,227.2,153.8,154.7,169.9,16.2
2017-07-31,987.8,226.4,144.3,155.0,169.2,16.1
2017-07-28,1020.0,220.0,145.0,157.6,172.4,16.8
2017-07-27,1046.0,201.0,146.0,154.2,170.4,16.8
2017-07-26,1052.8,201.2,148.8,155.8,165.6,19.6
2017-07-25,1039.9,197.0,148.1,152.4,165.3,20.0
2017-07-24,1039.0,198.6,147.5,152.3,166.0,20.0
2017-07-21,1025.7,193.2,145.8,151.9,164.4,20.1
2017-07-20,1028.7,191.3,145.8,152.1,164.5,20.5
2017-07-19,1026.9,190.9,146.5,153.2,164.1,20.1
2017-07-18,1024.4,189.5,145.6,153.8,162.9,20.0
2017-07-17,1010.0,188.2,145.1,151.2,159.7,19.9
2017-07-14,1001.8,188.6,144.6,151.8,160.0,19.6
2017-07-13,1000.6,186.9,143.3,149.5,159.3,19.3
2017-07-12,1006.5,186.8,141.4,149.0,158.9,19.2
2017-07-11,994.1,184.4,141.2,145.8,155.3,18.6
2017-07-10,996.5,182.9,140.7,143.8,153.5,18.1
2017-07-07,978.8,181.4,139.8,142.4,151.4,18.0
2017-07-06,965.1,181.8,138.4,142.2,148.8,17.9
2017-07-05,971.4,183.8,139.8,144.9,150.3,17.8
2017-07-03,953.7,180.0,139.2,141.0,148.4,17.6
2017-06-30,968.0,178.9,139.7,140.9,151.0,17.9
2017-06-29,975.9,179.6,139.4,140.8,151.0,17.6
2017-06-28,990.3,178.0,141.4,144.0,153.2,18.0
2017-06-27,976.8,175.6,139.4,141.5,150.6,18.1
2017-06-26,994.0,178.5,141.4,142.7,153.6,18.3
2017-06-23,1003.7,178.1,141.9,143.0,155.1,18.5
2017-06-22,1001.3,179.3,141.3,142.3,153.4,18.2
2017-06-21,1002.2,180.2,141.5,143.3,153.9,17.8
2017-06-20,992.6,177.8,140.6,138.4,152.2,16.9
2017-06-19,995.2,176.9,141.9,139.5,152.9,17.1
2017-06-16,987.7,173.9,138.0,134.9,150.6,16.7
2017-06-15,964.2,176.3,140.0,135.1,149.8,16.8
2017-06-14,976.5,178.2,140.8,136.7,150.2,16.8
2017-06-13,980.8,179.2,142.2,136.6,150.7,17.0
2017-06-12,964.9,180.1,141.0,139.1,148.4,17.0
2017-06-09,978.3,181.1,144.5,139.4,149.6,16.9
2017-06-08,1010.3,185.8,150.3,142.3,154.7,17.6
2017-06-07,1010.1,187.5,150.7,125.6,153.1,17.4
2017-06-06,1003.0,185.8,149.8,124.6,152.8,17.6
2017-06-05,1011.3,187.3,149.3,125.4,153.6,18.2
2017-06-02,1006.7,187.6,150.8,124.1,153.6,18.3
2017-06-01,996.0,187.3,148.6,124.0,151.5,18.5
2017-05-31,994.6,186.1,148.2,122.5,151.5,18.3
2017-05-30,996.7,189.9,149.0,123.9,152.4,18.4
2017-05-26,995.8,190.4,149.0,124.0,152.1,18.2
2017-05-25,993.4,192.0,149.2,123.6,152.0,18.0
2017-05-24,980.4,190.6,148.7,122.8,150.0,18.0
2017-05-23,971.5,191.8,149.2,122.9,148.1,18.2
2017-05-22,970.7,191.7,149.4,124.8,148.2,18.4
2017-05-19,959.8,188.8,148.5,123.2,148.1,18.4
2017-05-18,958.5,182.4,148.0,121.3,147.7,18.5
2017-05-17,944.8,186.0,145.7,120.7,144.8,18.3
2017-05-16,966.1,190.6,150.8,124.0,149.8,19.5
2017-05-15,958.0,186.1,151.0,121.4,150.2,19.2
2017-05-12,961.4,186.8,151.4,120.3,150.3,18.6
2017-05-11,947.6,186.6,149.3,120.2,150.0,18.4
2017-05-10,949.0,183.6,148.0,120.0,150.3,18.5
2017-05-09,952.8,183.0,148.7,120.0,150.5,18.4
2017-05-08,949.0,177.5,147.8,116.9,151.1,18.3
2017-05-05,934.2,178.0,143.9,116.0,150.2,18.7
2017-05-04,937.5,176.7,141.5,115.9,150.8,18.5
2017-05-03,941.0,177.4,142.1,116.6,151.8,18.6
2017-05-02,946.9,178.6,142.5,118.1,152.8,18.2
2017-05-01,948.2,180.1,141.6,116.7,152.5,17.5
2017-04-28,925.0,180.2,138.8,115.5,150.2,16.5
2017-04-27,918.4,187.9,138.9,115.4,147.7,16.6
2017-04-26,909.3,186.7,138.8,115.0,146.6,15.8
2017-04-25,907.6,187.0,139.6,115.5,146.5,14.7
2017-04-24,907.4,180.0,138.7,114.9,145.5,14.7
2017-04-21,898.5,178.1,137.4,113.1,143.7,14.6
2017-04-20,902.1,178.6,137.6,113.0,143.8,14.6
2017-04-19,899.2,177.8,135.9,110.8,142.3,14.5
2017-04-18,903.8,174.5,136.4,111.2,141.0,14.4
2017-04-17,902.0,173.3,137.0,111.8,141.4,14.4
2017-04-13,884.7,172.6,136.2,110.2,139.4,14.3
2017-04-12,896.2,173.6,137.0,110.6,139.6,14.4
2017-04-11,902.4,173.0,136.8,110.4,139.9,14.3
2017-04-10,907.0,174.2,138.3,111.7,141.0,14.4
2017-04-07,894.9,172.4,138.5,109.0,140.8,14.3
2017-04-06,898.3,173.4,138.8,108.0,141.2,14.4
2017-04-05,909.3,172.9,139.1,107.4,141.8,14.5
2017-04-04,906.8,175.2,139.8,107.5,141.7,14.7
2017-04-03,891.5,175.0,138.8,108.1,142.3,14.8
2017-03-31,886.5,172.5,138.8,107.8,142.0,15.0
2017-03-30,876.3,172.4,139.0,108.8,142.4,14.9
2017-03-29,874.3,170.7,139.2,109.5,142.6,15.0
2017-03-28,856.0,169.8,138.9,107.8,141.8,14.9
2017-03-27,846.8,168.9,136.1,108.1,140.3,15.0
2017-03-24,845.6,168.3,135.8,108.0,140.3,15.1
2017-03-23,847.4,169.6,136.1,108.2,139.5,14.9
2017-03-22,848.1,169.6,136.6,106.1,139.6,15.0
2017-03-21,843.2,171.4,135.1,105.1,138.5,14.5
2017-03-20,857.0,176.1,136.6,107.2,139.9,15.1
2017-03-17,852.3,176.6,135.2,105.6,139.8,15.1
2017-03-16,853.4,176.6,135.9,105.6,140.0,15.2
2017-03-15,853.0,172.0,135.7,103.7,139.7,15.0
2017-03-14,852.5,172.8,134.3,104.2,139.3,15.3
2017-03-13,854.6,173.2,134.5,105.2,139.6,15.2
2017-03-10,852.5,172.7,134.4,103.4,138.8,15.1
2017-03-09,853.0,173.3,134.0,103.2,138.2,15.2
2017-03-08,850.5,173.9,134.3,103.2,137.7,15.2
2017-03-07,846.0,173.7,134.8,102.6,137.3,15.2
2017-03-06,846.6,173.3,134.6,102.3,137.4,15.6
2017-03-03,849.9,173.8,135.0,103.3,137.2,15.8
2017-03-02,848.9,174.5,134.2,103.2,136.8,15.8
2017-03-01,853.1,175.3,135.0,104.0,137.4,15.8
2017-02-28,845.0,174.1,132.3,102.9,135.5,15.8
2017-02-27,848.6,173.0,132.3,103.6,136.4,16.1
2017-02-24,845.2,175.2,132.0,103.0,135.4,16.0
2017-02-23,852.2,184.6,131.9,102.5,135.4,16.0
2017-02-22,855.6,186.0,132.4,104.2,136.1,16.1
2017-02-21,856.4,185.6,132.0,102.1,133.7,16.4
2017-02-17,845.1,185.2,131.1,100.5,133.5,16.6
2017-02-16,844.1,184.9,130.7,100.8,133.8,16.4
2017-02-15,842.7,183.6,130.9,101.6,133.4,16.7
2017-02-14,836.4,182.8,130.4,101.6,133.8,16.5
2017-02-13,836.5,184.3,128.8,103.1,134.0,15.8
2017-02-10,827.5,184.0,127.6,102.4,134.2,15.6
2017-02-09,821.4,181.5,127.9,103.3,134.1,16.4
2017-02-08,819.7,181.5,127.0,103.6,134.2,18.7
2017-02-07,812.5,178.2,126.5,100.8,131.8,18.3
2017-02-06,807.6,177.8,125.3,100.9,132.1,17.9
2017-02-03,810.2,175.2,124.1,100.4,131.0,17.6
2017-02-02,840.0,173.4,123.6,100.8,130.8,17.8
2017-02-01,832.4,173.8,123.8,101.6,133.2,17.2
2017-01-31,823.5,175.1,116.7,101.3,130.3,17.6
2017-01-30,830.4,174.7,117.0,101.0,131.0,16.9
2017-01-27,835.8,174.1,117.3,102.1,132.2,16.6
2017-01-26,839.2,175.0,117.3,102.8,132.8,16.8
2017-01-25,836.5,176.6,117.2,104.1,131.5,16.7
2017-01-24,822.4,176.0,115.4,101.4,129.4,16.5
2017-01-23,817.9,176.0,115.5,98.4,128.9,16.6
2017-01-20,808.3,173.4,115.4,96.1,127.0,16.6
2017-01-19,809.0,176.1,115.2,96.2,127.6,16.8
2017-01-18,807.5,176.5,115.4,96.0,127.9,17.1
2017-01-17,809.7,177.0,115.4,96.1,127.9,17.0
2017-01-13,817.1,176.5,114.5,96.3,128.3,17.2
2017-01-12,813.6,177.6,114.7,95.9,126.6,17.4
2017-01-11,799.0,179.3,115.2,96.9,126.1,17.3
2017-01-10,795.9,180.3,114.6,96.8,124.4,17.4
2017-01-09,796.9,177.2,114.4,94.7,124.9,17.5
2017-01-06,796.0,176.4,113.4,93.9,123.4,17.2
2017-01-05,780.4,177.5,112.2,94.4,120.7,17.1
2017-01-04,757.2,172.0,111.6,90.5,118.7,16.9
2017-01-03,753.7,168.3,111.7,88.6,116.9,16.4
2016-12-30,749.9,164.4,111.4,87.8,115.0,16.3
2016-12-29,765.2,166.5,112.3,87.3,116.4,16.4
2016-12-28,772.1,165.5,112.3,87.4,116.9,16.4
2016-12-27,771.4,164.8,112.8,87.5,118.0,16.6
2016-12-23,760.6,163.6,112.1,86.8,117.3,16.5
2016-12-22,766.3,162.9,111.8,86.8,117.4,16.4
2016-12-21,770.6,163.9,112.6,89.2,119.0,17.1
2016-12-20,771.2,165.3,112.5,89.8,119.1,17.9
2016-12-19,766.0,163.7,112.2,88.9,119.2,18.2
2016-12-16,757.8,164.9,111.5,88.7,119.9,18.6
2016-12-15,761.0,165.8,111.4,88.8,120.6,18.8
2016-12-14,768.8,169.8,110.8,91.2,120.2,18.9
2016-12-13,774.3,171.5,110.8,92.2,120.3,19.4
2016-12-12,760.1,168.5,109.0,92.5,117.8,18.9
2016-12-09,768.7,170.8,109.6,93.3,119.7,19.6
2016-12-08,767.3,167.8,107.8,92.3,118.9,19.6
2016-12-07,770.4,169.3,106.8,91.1,118.0,19.5
2016-12-06,764.7,165.2,105.7,90.4,117.3,18.2
2016-12-05,759.4,164.3,104.9,91.0,117.4,18.2
2016-12-02,740.3,161.7,105.7,90.5,115.4,17.9
2016-12-01,743.6,163.1,105.3,89.9,115.1,18.0
2016-11-30,750.6,167.0,106.3,94.0,118.4,18.5
2016-11-29,762.5,169.2,107.2,95.0,120.9,18.2
2016-11-28,766.8,167.0,107.3,93.8,120.4,18.3
2016-11-25,780.4,164.4,107.5,93.0,120.4,18.1
2016-11-23,780.1,163.6,107.0,93.0,120.8,18.2
2016-11-22,785.3,164.5,107.5,93.2,121.5,18.6
2016-11-21,780.0,165.7,107.5,93.4,121.8,18.6
2016-11-18,760.2,164.4,105.9,93.4,117.0,18.7
2016-11-17,756.4,166.2,105.7,94.1,117.8,18.6
2016-11-16,746.5,166.7,105.8,92.9,116.3,18.6
2016-11-15,743.2,164.4,103.0,91.0,117.2,19.0
2016-11-14,719.1,161.7,101.7,89.8,115.1,19.1
2016-11-11,739.0,163.0,104.3,93.0,119.0,18.6
2016-11-10,742.4,163.5,103.7,94.3,120.8,18.4
